category,gh_id,name,full_name,desc,created,last_update,size,forks,stars,language,homepage,license,topics
N/A,2202054,KeyBindings,ttscoff/KeyBindings,DefaultKeybindings.dict for Mac OS X,2011-08-13T15:33:04Z,2021-06-16T17:21:51Z,122,75,536,HTML,,,[]
N/A,204309656,kiro-editor,rhysd/kiro-editor,A terminal UTF-8 text editor written in Rust 📝🦀,2019-08-25T14:59:44Z,2021-07-01T07:06:08Z,1165,20,542,Rust,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['rust', 'terminal', 'utf-8', 'text-editor']"
N/A,40587100,awesome-python,uhub/awesome-python,"A curated list of awesome Python frameworks, libraries and software.",2015-08-12T07:40:39Z,2021-06-30T17:03:23Z,689,151,536,,,,[]
N/A,33631252,whipper,whipper-team/whipper,Python CD-DA ripper preferring accuracy over speed,2015-04-08T20:45:29Z,2021-06-29T20:51:20Z,3686,68,541,Python,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['audio', 'python', 'linux', 'cli', 'unix', 'terminal', 'rip', 'flac', 'cdda', 'cd-ripper', 'digital-audio', 'whipper', 'morituri', 'cd-da-ripper']"
N/A,72492478,awesome-brazilian-devblogs,Wmitrut/awesome-brazilian-devblogs,🇧🇷 - :metal: Curadoria de blogs em português brasileiro sobre desenvolvimento,2016-11-01T01:25:21Z,2021-06-21T18:17:29Z,523,55,534,,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['community', 'awesome', 'awesome-list', 'community-project', 'brazilian-portuguese', 'brazilian-devblogs']"
N/A,85386965,made-in-nigeria,acekyd/made-in-nigeria,It is rumored that Nigerians only know how to consume tools and not create them. Here is a curation of awesome tools built by Nigerians that can be used by anybody and from anywhere in the world.,2017-03-18T08:31:15Z,2021-06-30T01:52:34Z,3007,289,533,TypeScript,https://madeinnigeria.dev,,"['africa', 'nigeria', 'made-in-naija', 'made-in-nigeria']"
N/A,24280481,why-linux-is-better,nbeaver/why-linux-is-better,Objective reasons to prefer Linux to Windows.,2014-09-21T03:00:11Z,2021-06-22T17:34:23Z,269,17,522,Makefile,,,[]
N/A,114471005,redis-plus-plus,sewenew/redis-plus-plus,Redis client written in C++,2017-12-16T15:35:05Z,2021-07-01T15:56:51Z,977,145,532,C++,,"{'key': 'apache-2.0', 'name': 'Apache License 2.0', 'spdx_id': 'Apache-2.0', 'url': 'https://api.github.com/licenses/apache-2.0', 'node_id': 'MDc6TGljZW5zZTI='}","['redis', 'c-plus-plus', 'cpp', 'redis-cluster', 'cpp11', 'redis-client', 'connection-pool', 'redis-cluster-client', 'redis-sentinels', 'hiredis']"
N/A,40709337,recorder,owntracks/recorder,Store and access data published by OwnTracks apps,2015-08-14T10:19:42Z,2021-07-01T04:01:46Z,4942,89,519,C,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['http', 'mqtt', 'json', 'websockets', 'geolocation', 'owntracks', 'jpdup']"
N/A,186368869,JustTryHarder,sinfulz/JustTryHarder,"JustTryHarder, a cheat sheet which will aid you through the PWK course & the OSCP Exam. (Inspired by PayloadAllTheThings)",2019-05-13T07:36:18Z,2021-07-01T07:05:36Z,404,80,528,Python,,,"['testing', 'pentesting-windows', 'penetration-testing', 'penetration', 'pentesting', 'pentest', 'pentest-environment', 'hacktoberfest', 'pentest-scripts', 'pentesters', 'oscp', 'pentest-tool', 'penetration-testing-framework', 'pentesting-networks', 'penetration-test-framework', 'penetration-test', 'pentest-tools', 'pentesting-tools', 'penetration-tests', 'penetration-testing-tools']"
N/A,144266963,Anti-WebSpider,FantasticLBP/Anti-WebSpider,Web 端反爬技术方案,2018-08-10T09:33:41Z,2021-07-01T12:25:21Z,44973,110,515,JavaScript,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['nodejs', 'algorithm', 'ocr', 'encryption', 'canvas', 'spider', 'safety', 'unicode-characters', 'font-face']"
N/A,16339396,kvazaar,ultravideo/kvazaar,An open-source HEVC encoder,2014-01-29T08:35:53Z,2021-06-30T03:38:40Z,7663,131,512,C,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['video', 'hevc', 'h265']"
N/A,26194110,regexp-examples,tom-lord/regexp-examples,Generate strings that match a given regular expression,2014-11-04T23:46:39Z,2021-05-14T19:02:51Z,683,27,491,Ruby,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['ruby', 'regexp', 'mri', 'data-generation', 'random-string']"
N/A,50712020,rv8,michaeljclark/rv8,RISC-V simulator for x86-64,2016-01-30T06:16:19Z,2021-06-29T16:24:59Z,6327,73,491,C++,https://michaeljclark.github.io/,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['linux', 'emulator', 'metadata', 'simulator', 'disassembler', 'histogram', 'riscv', 'isa', 'risc', 'binary-translation', 'macro-op-fusion', 'rv-sys', 'rv-sim', 'rv-meta', 'rv-jit', 'rv8']"
N/A,9816041,SuperBenchmarker,aliostad/SuperBenchmarker,Apache Benchmark (ab.exe) on steroids,2013-05-02T15:26:56Z,2021-06-30T08:35:58Z,13408,63,492,C#,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}",[]
N/A,89623031,exiv2,Exiv2/exiv2,Image metadata library and tools,2017-04-27T17:25:13Z,2021-07-01T17:21:49Z,100391,200,491,C++,http://www.exiv2.org/,"{'key': 'gpl-2.0', 'name': 'GNU General Public License v2.0', 'spdx_id': 'GPL-2.0', 'url': 'https://api.github.com/licenses/gpl-2.0', 'node_id': 'MDc6TGljZW5zZTg='}","['cli', 'exif', 'iptc', 'xmp', 'image-metadata', 'exif-interface', 'xmp-metadata', 'exif-metadata', 'iptc-metadata']"
N/A,33373292,ApplicationInsights-JS,microsoft/ApplicationInsights-JS,Microsoft Application Insights SDK for JavaScript,2015-04-03T17:01:17Z,2021-06-29T00:00:48Z,26000,198,482,JavaScript,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['javascript', 'typescript', 'sdk', 'monitoring', 'analytics', 'azure', 'application-insights', 'usage', 'pageviews', 'observability']"
N/A,18129856,prokka,tseemann/prokka,:zap: :aquarius: Rapid prokaryotic genome annotation,2014-03-26T07:19:23Z,2021-06-26T14:37:10Z,329767,160,479,Perl,,,"['genome-annotation', 'gene-finding', 'functional-assignment', 'bacterial-genomes']"
N/A,7942186,moedict-webkit,g0v/moedict-webkit,萌典網站,2013-01-31T18:00:44Z,2021-06-24T05:29:07Z,168198,89,475,Objective-C,https://www.moedict.tw/,,"['nodejs', 'cordova', 'g0v', 'moedict']"
N/A,32273587,openreil,Cr4sh/openreil,Open source library that implements translator and tools for REIL (Reverse Engineering Intermediate Language),2015-03-15T17:21:32Z,2021-06-11T18:16:10Z,13886,84,464,C,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}",[]
N/A,29669427,python,zhanghe06/python,Python使用记录,2015-01-22T08:44:20Z,2021-06-15T16:28:32Z,19222,313,464,Python,,,[]
N/A,106508780,Cydia,XLsn0w/Cydia,🔥🔥🔥我的微信公众号: Cydia 🔥🔥🔥=> Cydia插件 Logos语言 开发Tweak.xm Cydia Substrate 注入dylib iOS逆向工程开发 越狱Jailbreak deb插件 - fishhook / Frida / iOSOpenDev / Cycript / MachOView /  IDA / Hopper Disassembler / MonkeyDev / Class-dump / Theos / Reveal / Dumpdecryptd / FLEX / 汇编Assembly / CaptainHook / lldb/LLVM/XNU/Darwin/iOS Reverse,2017-10-11T05:16:42Z,2021-06-27T17:24:17Z,825871,140,468,Logos,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['cydia', 'cydiasubstrate', 'class-dump', 'theos', 'iosopendev', 'monkeydev', 'iosre', 'tweak', 'logos', 'ida', 'mach-o', 'captainhook', 'd-y-l-d', 'dyld', 'mach', 'deb', 'mach-port', 'dpkg-deb', 'dylib', 'fishhook']"
N/A,1487208,git-big-picture,git-big-picture/git-big-picture,Git — the big picture,2011-03-16T13:27:59Z,2021-06-28T20:20:39Z,6951,72,465,Python,https://pypi.org/project/git-big-picture/,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['visualization', 'python', 'git', 'graphviz', 'command-line-tool']"
N/A,19848353,vsearch,torognes/vsearch,Versatile open-source tool for microbiome analysis,2014-05-16T07:36:59Z,2021-07-01T12:35:05Z,5640,104,460,C++,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['search', 'bioinformatics', 'clustering', 'metagenomics', 'chimera', 'fasta', 'microbiome', 'fastq', 'metabarcoding', 'amplicon', 'sequence-alignment']"
N/A,314868163,dwarfs,mhx/dwarfs,A fast high compression read-only file system,2020-11-21T17:39:41Z,2021-06-24T03:48:28Z,4009,14,463,C++,,"{'key': 'gpl-3.0', 'name': 'GNU General Public License v3.0', 'spdx_id': 'GPL-3.0', 'url': 'https://api.github.com/licenses/gpl-3.0', 'node_id': 'MDc6TGljZW5zZTk='}","['performance', 'compression', 'cpp', 'filesystem', 'zstd', 'lzma', 'fuse-filesystem', 'zpaq', 'squashfs', 'xz', 'wimlib', 'erofs', 'gpl-license', 'lrzip', 'rzip']"
N/A,34942109,SDLPoP,NagyD/SDLPoP,"An open-source port of Prince of Persia, based on the disassembly of the DOS version.",2015-05-02T09:22:49Z,2021-06-29T10:54:03Z,6620,95,458,C,,,"['game', 'prince-of-persia']"
N/A,169286974,shellspec,shellspec/shellspec,"A full-featured BDD unit testing framework for bash, ksh, zsh, dash and all POSIX shells",2019-02-05T18:04:57Z,2021-07-01T06:18:32Z,4552,32,468,Shell,https://shellspec.info,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['testing', 'shell', 'mock', 'bash', 'zsh', 'coverage', 'tdd', 'script', 'test', 'bdd', 'dash', 'shell-script', 'ksh', 'posix-sh', 'posix-compliant', 'kcov', 'shellspec']"
N/A,168424712,disentangling-vae,YannDubs/disentangling-vae,Experiments for understanding disentanglement in VAE latent representations,2019-01-30T22:21:55Z,2021-07-01T10:46:28Z,232655,99,458,Python,,"{'key': 'other', 'name': 'Other', 'spdx_id': 'NOASSERTION', 'url': None, 'node_id': 'MDc6TGljZW5zZTA='}","['deep-learning', 'reproducible-research', 'pytorch', 'mnist', 'chairs-dataset', 'vae', 'representation-learning', 'unsupervised-learning', 'beta-vae', 'celeba', 'variational-autoencoder', 'disentanglement', 'dsprites', 'fashion-mnist', 'disentangled-representations', 'factor-vae', 'beta-tcvae']"
N/A,254503204,.NET-Obfuscator,NotPrab/.NET-Obfuscator,"Lists of .NET Obfuscator (Free, Trial, Paid and Open Source )",2020-04-09T23:56:01Z,2021-06-30T01:50:33Z,100,93,458,,,"{'key': 'mit', 'name': 'MIT License', 'spdx_id': 'MIT', 'url': 'https://api.github.com/licenses/mit', 'node_id': 'MDc6TGljZW5zZTEz'}","['opensource', 'protection', 'packer', 'dotnet', 'free', 'obfuscator', 'trial', 'paid', 'protector']"
N/A,30737688,ClangSharp,microsoft/ClangSharp,Clang bindings for .NET and Mono written in C#,2015-02-13T03:02:17Z,2021-07-01T13:33:05Z,2062,96,451,C#,,"{'key': 'ncsa', 'name': 'University of Illinois/NCSA Open Source License', 'spdx_id': 'NCSA', 'url': 'https://api.github.com/licenses/ncsa', 'node_id': 'MDc6TGljZW5zZTI5'}",[]
